"MT_251";"MT_252";"MT_253";"MT_254"
0.17702702;0.05130615;0.00886987;0.03293547;
0.88623166;0.00492808;0.00931179;0.01052953;
0.13896101;0.00640266;0.00601112;0.00926239;
0.65624069;0.00668732;0.00809743;0.00965081;
0.76139556;0.00864169;0.02655474;0.92426421;
0.05348525;0.06812001;0.97674373;0.04605637;
0.02544046;0.02299411;0.0309912;0.19921311;
0.05881759;0.94856781;0.02234024;0.11140046;
0.09621788;0.81608694;0.01332896;0.942681;
0.08302297;0.03445448;0.02659244;0.5;
0.92695784;0.0343976;0.9690088;0.04596589;
0.02581458;0.94869385;0.83103926;0.20071913;
0.07313029;0.96554552;0.0232852;0.79928087;
0.08302297;0.029563;0.04638092;0.9615885;
0.9545348;0.18391306;0.95361908;0.5;
0.13926579;0.81608694;0.90912798;0.04605637;
0.17750231;0.0343976;0.83241864;0.95394363;
0.08302297;0.93187999;0.03712572;0.04605637;
0.9545348;0.97929617;0.83103926;0.92426421;
0.05358058;0.01726349;0.09087202;0.03293547;
0.11397694;0.10031094;0.02663025;0.95403411;
0.34375931;0.97929617;0.99066495;0.02889372;
0.9545348;0.02070383;0.010371;0.9742948;
0.11376834;0.95880675;0.97926849;0.01653541;
0.11397694;0.5;0.09087202;0.92426421;
0.76060366;0.5;0.97929143;0.98346459;
0.86073421;0.5;0.16896074;0.02103607;
0.34375931;0.93187999;0.83103926;0.11089009;
0.17750231;0.98618203;0.83103926;0.20071913;
0.5;0.98273651;0.99034674;0.95394363;
0.90393266;0.94856781;0.02540206;0.99593645;
0.08302297;0.95872529;0.09087202;0.99227914;
0.97301859;0.03445448;0.0309912;0.01446768;
0.96512797;0.81608694;0.98924097;0.00723758;
0.04919307;0.99351938;0.98835632;0.04605637;
0.17750231;0.98731326;0.02068568;0.88859954;
0.82249769;0.98277944;0.98566987;0.97432315;
0.9896281;0.9935315;0.9928368;0.0136202;
0.98438111;0.5;0.98448048;0.9863798;
0.01179483;0.0047036;0.98139232;0.03298206;
0.95878732;0.97417922;0.00517539;0.99109258;
0.03230872;0.98783361;0.9690088;0.02567685;
0.96769128;0.99100638;0.98669949;0.97896393;
0.93496698;0.9770313;0.99641726;0.99252979;
0.02436044;0.98910987;0.99482461;0.04596589;
0.23939634;0.01149296;0.04626688;0.01780092;
0.92983468;0.94881929;0.01860768;0.20071913;
0.07934312;0.95880675;0.03712572;0.92426421;
0.96377614;0.97417922;0.9875829;0.97896393;
0.93496698;0.9852287;0.01550665;0.95403411;
0.09591725;0.94869385;0.16896074;0.05717946;
0.07295424;0.01149296;0.98669949;0.94282054;
0.86103899;0.18391306;0.01860768;0.98452113;
0.96060414;0.81608694;0.98568084;0.02321861;
0.13896101;0.06790051;0.01431916;0.98215812;
0.07295424;0.02947925;0.98669949;0.11089009;
0.23860444;0.5;0.00886987;0.0257906;
0.07295424;0.98621871;0.04626688;0.07573579;
0.97039682;0.01877693;0.03712572;0.97888759;
0.03936995;0.98409775;0.98669949;0.9671573;
0.34375931;0.01879391;0.99453874;0.01930792;
0.23939634;0.93209949;0.01536648;0.5;
0.07008408;0.06790051;0.01163643;0.98456223;
0.23939634;0.95880675;0.98307599;0.02096028;
0.87043798;0.01879391;0.90955608;0.01934002;
0.88623166;0.94869385;0.03712572;0.02889372;
0.11376834;0.94881929;0.98566987;0.98778264;
0.0306828;0.0147713;0.0124171;0.88910991;
0.97455954;0.97931678;0.01860768;0.03866592;
0.94651475;0.98122307;0.98568084;0.02103607;
0.07295424;0.5;0.16896074;0.04596589;
0.09591725;0.06790051;0.90912798;0.99227914;
0.94129705;0.93209949;0.16896074;0.99175898;
0.981462;0.01216639;0.83103926;0.00659288;
0.02820505;0.5;0.97933717;0.01008197;
0.01956604;0.9770313;0.02322742;0.98638778;
0.98105559;0.0343976;0.98462088;0.94211607;
0.96306032;0.9656024;0.98146607;0.98078775;
0.91709002;0.97933734;0.02314127;0.01921225;
0.02469309;0.5;0.95395953;0.98642751;
0.92704576;0.0343409;0.96916176;0.02878663;
0.96712253;0.9588879;0.02316991;0.01007323;
0.0369625;0.01590225;0.98674663;0.99507946;
0.06503302;0.98965778;0.02644226;0.03828553;
0.94651475;0.0343409;0.0205946;0.04587577;
0.94129705;0.06790051;0.03043759;0.19921311;
0.04217019;0.93209949;0.98683066;0.97121337;
0.97424113;0.0343409;0.9538466;0.04587577;
0.04217019;0.97421124;0.00661782;0.5;
0.02693272;0.0411121;0.83103926;0.00887342;
0.65624069;0.02947925;0.98767297;0.01937223;
0.05870295;0.18391306;0.00687339;0.98213071;
0.17702702;0.95880675;0.98566987;0.04642183;
0.86103899;0.0343976;0.96294757;0.0136202;
0.95782981;0.01088443;0.01330051;0.04596589;
0.04911258;0.98122307;0.00465805;0.9615885;
0.90408275;0.02294336;0.01163643;0.02103607;
0.17702702;0.00766241;0.96905995;0.00723758;
0.23860444;0.00940515;0.04626688;0.0060965;
0.34375931;0.01018994;0.01034804;0.01102912;
0.34375931;0.01295587;0.98139232;0.88859954;
0.13896101;0.00767941;0.01692401;0.942681;
0.02343246;0.02070383;0.00517395;0.07573579;
0.03122808;0.05143219;0.00451075;0.9615885;
0.23860444;0.89968906;0.02073151;0.0384115;
0.07313029;0.18391306;0.01244189;0.03847479;
0.91686374;0.03445448;0.95361908;0.942681;
0.0394738;0.95872529;0.01695469;0.04596589;
0.04225943;0.5;0.93849443;0.92426421;
0.13926579;0.06812001;0.06150557;0.88910991;
0.93482662;0.81608694;0.96895747;0.07573579;
0.23939634;0.04127471;0.03104253;0.04364988;
0.23860444;0.10031094;0.02331421;0.96827448;
0.08313626;0.5;0.98302992;0.03671977;
0.91686374;0.93187999;0.96287428;0.97749961;
0.23939634;0.04119325;0.01695469;0.88859954;
0.06524378;0.90015596;0.16896074;0.94282054;
0.5;0.93187999;0.95361908;0.01780092;
0.96512797;0.02952107;0.93849443;0.04364988;
0.08302297;0.95880675;0.83103926;0.97747783;
0.13926579;0.06790051;0.01435213;0.057319;
0.5;0.97414713;0.98135523;0.92426421;
0.88602306;0.02070383;0.9690088;0.03172552;
0.34375931;0.97700589;0.0309912;0.05745921;
0.11397694;0.5;0.98833453;0.97946515;
0.65624069;0.99331053;0.01695469;0.5;
0.93482662;0.94856781;0.5;0.9963229;
0.05358058;0.029563;0.98304531;0.97687366;
0.86073421;0.0343976;0.02073151;0.01653541;
0.76060366;0.9946831;0.99643435;0.00551491;
0.11397694;0.10031094;0.99378909;0.97110628;
0.13926579;0.03445448;0.00931644;0.99435104;
0.97524545;0.9926833;0.00931179;0.00747021;
0.9925985;0.99440807;0.99611885;0.97114206;
0.93489688;0.97052075;0.09044392;0.942681;
0.03287747;0.00492691;0.01433013;0.92426421;
0.02778505;0.0411121;0.01095449;0.9615885;
0.90865623;0.99233759;0.99309868;0.01780092;
0.88643952;0.98706834;0.99667306;0.97687366;
0.97178162;0.98277944;0.97344526;0.99227914;
0.01680329;0.97052075;0.95373312;0.98456223;
0.88602306;0.0411121;0.98965196;0.01446768;
0.96586461;0.98409775;0.01860768;0.07597878;
0.23860444;0.97052075;0.97933717;0.99108916;
0.23939634;0.94869385;0.5;0.01780092;
0.05870295;0.5;0.01095449;0.9927534;
0.12956202;0.0229687;0.98836357;0.20071913;
0.97459203;0.99332344;0.01240885;0.19921311;
0.82297298;0.0147713;0.96905995;0.02903775;
0.03479087;0.02068322;0.98307599;0.88910991;
0.92713347;0.81608694;0.98448048;0.98637182;
0.96518887;0.5;0.0309912;0.99112658;
0.01780182;0.02947925;0.00776115;0.01647684;
0.92065688;0.97933734;0.99068821;0.01441387;
0.34375931;0.0343409;0.06130625;0.01544802;
0.90393266;0.97933734;0.96905995;0.98455198;
0.9802329;0.06790051;0.01034231;0.97903972;
0.03479087;0.02582078;0.06150557;0.01006015;
0.02252135;0.02066266;0.90912798;0.20071913;
0.87043798;0.95880675;0.90955608;0.97096225;
0.76060366;0.01879391;0.01860768;0.98719025;
0.90408275;0.97933734;0.09044392;0.5;
0.91709002;0.93209949;0.98759115;0.96171447;
0.03413539;0.06790051;0.01550665;0.00854397;
0.23939634;0.02582078;0.0309912;0.9671573;
0.23939634;0.98910987;0.98137379;0.02317239;
0.95217877;0.01034738;0.97344526;0.98069208;
0.91709002;0.98850704;0.09087202;0.01363617;
0.90393266;0.00795609;0.98448048;0.98454171;
0.65624069;0.99014854;0.97674373;0.07549433;
0.13896101;0.01879391;0.90955608;0.0257906;
0.06510312;0.98409775;0.02066283;0.04596589;
0.17702702;0.81608694;0.09087202;0.99073761;
0.97530691;0.9656591;0.99153201;0.01921225;
0.94651475;0.01216639;0.06130625;0.0331697;
0.05348525;0.98120609;0.01860768;0.98069208;
0.82297298;0.09984404;0.97677258;0.98846178;
0.23860444;0.97052075;0.9690088;0.01281681;
0.94129705;0.90015596;0.97388955;0.96171447;
0.94651475;0.18391306;0.09044392;0.0570406;
0.03479087;0.01722056;0.06110821;0.9808036;
0.23939634;0.9656591;0.02618347;0.19921311;
0.96060414;0.18391306;0.02325627;0.5;
0.02960318;0.0411121;0.03705243;0.01773306;
0.17702702;0.94869385;0.02655474;0.0230348;
0.92713347;0.10031094;0.06130625;0.0165944;
0.06503302;0.0411121;0.97933717;0.79928087;
0.88623166;0.9588879;0.02655474;0.11140046;
0.06510312;0.01216639;0.09044392;0.88859954;
0.5;0.18391306;0.98568084;0.01780092;
0.88623166;0.06790051;0.00810094;0.02889372;
0.04539636;0.9656591;0.00433294;0.95394363;
0.82297298;0.02578876;0.01330051;0.02889372;
0.13865748;0.00627111;0.9875829;0.00538706;
0.17750231;0.00786267;0.00931179;0.01052953;
0.34243898;0.0062825;0.16896074;0.00791275;
0.86103899;0.00901706;0.09044392;0.02896556;
0.07295424;0.5;0.00716595;0.5;
0.04126948;0.04119325;0.00886987;0.04605637;
0.03294998;0.06812001;0.00615162;0.95394363;
0.13926579;0.02588505;0.01244189;0.11089009;
0.04225943;0.97698043;0.06150557;0.02896556;
0.91686374;0.01726349;0.83103926;0.94254079;
0.02967672;0.97047893;0.09087202;0.0289296;
0.06517338;0.5;0.0371993;0.97892583;
0.09621788;0.18391306;0.97668579;0.20071913;
0.93475622;0.02952107;0.09087202;0.20071913;
0.17750231;0.90015596;0.5;0.03853829;
0.09621788;0.09984404;0.01554532;0.97103444;
0.5;0.95880675;0.95373312;0.11140046;
0.90378212;0.06812001;0.83103926;0.20071913;
0.09621788;0.09984404;0.83103926;0.0257336;
0.13926579;0.90015596;0.02659244;0.98550527;
0.23860444;0.5;0.98135523;0.01288786;
0.9545348;0.02585287;0.09087202;0.79928087;
0.23939634;0.98117203;0.09087202;0.96152521;
0.11397694;0.10031094;0.96895747;0.07597878;
0.13926579;0.06790051;0.02073151;0.92402122;
0.92686971;0.81608694;0.93849443;0.79928087;
0.34375931;0.95880675;0.0309912;0.04605637;
0.11397694;0.98780503;0.16896074;0.07597878;
0.23939634;0.98618203;0.98667104;0.99107205;
0.9545003;0.05143219;0.95361908;0.99683823;
0.09621788;0.04119325;0.01098023;0.02567685;
0.34375931;0.97047893;0.96287428;0.01447668;
0.17750231;0.81608694;0.03712572;0.01542752;
0.5;0.99424048;0.99533264;0.99276242;
0.23939634;0.98171871;0.04638092;0.00857865;
0.97417425;0.9852287;0.99588645;0.05717946;
0.99116741;0.99440656;0.93869375;0.98219908;
0.98304376;0.02068322;0.93869375;0.02103607;
0.03116293;0.00481267;0.5;0.97687366;
0.05870295;0.08649758;0.02322742;0.98219908;
0.03063559;0.99486845;0.01692401;0.92426421;
0.13926579;0.81753309;0.99496545;0.98070809;
0.92055322;0.99137626;0.99611804;0.97114206;
0.97423001;0.97933734;0.06130625;0.98947047;
0.01729067;0.01379044;0.98904551;0.99200285;
0.98043396;0.97933734;0.03712572;0.01365219;
0.08290998;0.02294336;0.83103926;0.01006886;
0.08290998;0.97052075;0.01860768;0.79928087;
0.97039682;0.90015596;0.02655474;0.97114206;
0.03939586;0.0411121;0.16896074;0.96701794;
0.13896101;0.97052075;0.0124171;0.04596589;
0.04428963;0.94869385;0.98137379;0.98947524;
0.17750231;0.10031094;0.99113013;0.0384115;
0.96375419;0.02294336;0.0309912;0.88910991;
0.05687324;0.98120609;0.01034804;0.07573579;
0.96144164;0.18391306;0.02655474;0.98064389;
0.08290998;0.97705664;0.96287428;0.0258192;
0.86103899;0.01722056;0.98568084;0.01780092;
0.05687324;0.9588879;0.01330051;0.98070809;
0.94312676;0.5;0.02066283;0.07597878;
0.97306728;0.93187999;0.98904551;0.05717946;
0.02470331;0.98122307;0.90955608;0.98634781;
0.07008408;0.00667442;0.0461534;0.19921311;
0.78530625;0.9939128;0.0309912;0.96171447;
0.12956202;0.00940515;0.01095449;0.01053908;
0.87043798;0.06790051;0.97931432;0.98548718;
0.07024675;0.02068322;0.9538466;0.98462348;
0.82249769;0.5;0.9690088;0.02878663;
0.76060366;0.9656024;0.96905995;0.02107417;
0.96586461;0.05130615;0.06130625;0.01157845;
0.04536201;0.9852287;0.9875829;0.97896393;
0.91709002;0.01293166;0.03712572;0.0384115;
0.03624581;0.5;0.96287428;0.94282054;
0.86073421;0.99310154;0.16896074;0.5;
0.93713431;0.01292361;0.83103926;0.01446768;
0.5;0.81753309;0.03712572;0.98219908;
0.981462;0.98408556;0.98307599;0.79928087;
0.02117802;0.5;0.97674373;0.057319;
0.981462;0.02582078;0.96294757;0.99172082;
0.0369625;0.98120609;0.02655474;0.19921311;
0.91709002;0.04119325;0.90912798;0.01008197;
0.94651475;0.02294336;0.98139232;0.99073023;
0.03939586;0.97421124;0.98139232;0.11038418;
0.08290998;0.02578876;0.02655474;0.11089009;
0.13896101;0.93209949;0.0124171;0.99423043;
0.86103899;0.05130615;0.02655474;0.00481452;
0.09591725;0.94869385;0.98566987;0.9821718;
0.91709002;0.5;0.01551952;0.97124889;
0.23860444;0.81608694;0.93869375;0.01356458;
0.06510312;0.06812001;0.00846799;0.03873005;
0.92704576;0.0411121;0.01692401;0.96126995;
0.04217019;0.0343976;0.93849443;0.05802689;
0.5;0.18246691;0.01862621;0.07573579;
0.96306032;0.0343976;0.06130625;0.0384115;
0.08290998;0.9656024;0.02325627;0.01543777;
0.86103899;0.5;0.90912798;0.01102389;
0.08290998;0.00440324;0.00776115;0.00827329;
0.07295424;0.00887443;0.01164368;0.00798616;
0.76060366;0.00560401;0.00420709;0.01039765;
0.65756102;0.0086381;0.16896074;0.97749961;
0.05195939;0.94869385;0.98304531;0.01744054;
0.02474428;0.04119325;0.83103926;0.20071913;
0.04919307;0.05143219;0.01098023;0.97503878;
0.13926579;0.81608694;0.01332896;0.03176875;
0.06517338;0.10031094;0.09087202;0.02107417;
0.90393266;0.03445448;0.97926849;0.98215812;
0.03294998;0.97411495;0.04638092;0.02576207;
0.04919307;0.93187999;0.02331421;0.96146171;
0.17750231;0.02072447;0.93849443;0.07597878;
0.93475622;0.18391306;0.96895747;0.11140046;
0.11397694;0.89968906;0.5;0.20071913;
0.09606734;0.05130615;0.01697008;0.96146171;
0.82297298;0.9656024;0.90912798;0.88859954;
0.76060366;0.0343976;0.98133663;0.94634927;
0.23939634;0.5;0.01166547;0.03176875;
0.11376834;0.18391306;0.5;0.11140046;
0.08313626;0.89968906;0.95373312;0.20071913;
0.97032328;0.05143219;0.90912798;0.04605637;
0.08313626;0.9656024;0.02070857;0.96697123;
0.17702702;0.06790051;0.9628007;0.0257336;
0.5;0.81608694;0.98304531;0.99117376;
0.88623166;0.18391306;0.02663025;0.99448509;
0.23939634;0.95880675;0.16896074;0.02103607;
0.13896101;0.18391306;0.16896074;0.9863798;
0.82297298;0.89968906;0.97336975;0.0384115;
0.93475622;0.06812001;0.98564787;0.00681322;
0.07313029;0.09984404;0.5;0.057319;
0.65624069;0.81753309;0.83103926;0.96701794;
0.23939634;0.99135831;0.83103926;0.02885794;
0.13896101;0.99549155;0.98667104;0.942681;
0.5;0.90015596;0.5;0.98072408;
0.97715086;0.94856781;0.02663025;0.98553232;
0.99142179;0.99619075;0.99700861;0.01052476;
0.95782981;0.01088443;0.97931432;0.97898293;
0.02960318;0.00738963;0.01095449;0.98456223;
0.04785937;0.02483415;0.02655474;0.04605637;
0.96375419;0.98173478;0.03712572;0.99073392;
0.0323262;0.99440807;0.99694553;0.057319;
0.17702702;0.98120609;0.99661213;0.98346459;
0.95214063;0.93209949;0.5;0.97110628;
0.03626779;0.93187999;0.96905995;0.98993114;
0.97560969;0.01723485;0.09087202;0.01219174;
0.02439031;0.97705664;0.98137379;0.88859954;
0.86073421;0.06790051;0.83241864;0.80078689;
0.90393266;0.97052075;0.01550665;0.97896393;
0.34375931;0.9656024;0.97933717;0.92426421;
0.11376834;0.9588879;0.01330051;0.03298206;
0.65624069;0.0411121;0.95373312;0.98897088;
0.94799564;0.5;0.5;0.79928087;
0.96060414;0.06812001;0.98835632;0.5;
0.05870295;0.5;0.01433013;0.04605637;
0.88643952;0.9770313;0.90912798;0.02885794;
0.03855836;0.18391306;0.98449335;0.02103607;
0.11397694;0.0343409;0.03094005;0.98713354;
0.97561966;0.9852287;0.16896074;0.80078689;
0.34375931;0.01590225;0.01095449;0.0384115;
0.04536201;0.81753309;0.98669949;0.98072408;
0.34375931;0.94869385;0.03094005;0.01157845;
0.86103899;0.02294336;0.96294757;0.02567685;
0.17702702;0.90015596;0.01860768;0.99390029;
0.09134377;0.9656024;0.02655474;0.0079944;
0.95571037;0.94881929;0.98568084;0.99071912;
0.03858322;0.5;0.97674373;0.01365219;
0.13896101;0.02066266;0.03094005;0.88910991;
0.65624069;0.98783361;0.98448048;0.11089009;
0.9782901;0.01149296;0.02655474;0.07573579;
0.17750231;0.98276515;0.0309912;0.88910991;
0.05343771;0.97052075;0.83103926;0.19921311;
0.5;0.00862016;0.90955608;0.92426421;
0.88643952;0.9588879;0.97931432;0.02889372;
0.23860444;0.9656024;0.93869375;0.02885794;
0.95463799;0.18391306;0.06130625;0.94282054;
0.88623166;0.9770313;0.90955608;0.98070809;
0.34375931;0.9588879;0.96366491;0.99486074;
0.17702702;0.98706834;0.05919518;0.00824102;
0.95092757;0.98783361;0.04626688;0.07549433;
0.95088742;0.01216639;0.01433013;0.01289501;
0.76060366;0.01149296;0.83103926;0.98072408;
0.02821838;0.97933734;0.95373312;0.98344104;
0.23860444;0.01293166;0.96905995;0.04587577;
0.09591725;0.93187999;0.03705243;0.03312259;
0.90408275;0.0343976;0.02655474;0.03298206;
0.96306032;0.89968906;0.97674373;0.9767582;
0.09591725;0.9656591;0.02659244;0.98558613;
0.03479087;0.5;0.01163643;0.02096028;
0.88623166;0.01379044;0.96905995;0.01220454;
0.95782981;0.97417922;0.04626688;0.03298206;
0.02470331;0.01723485;0.98137379;0.88859954;
0.90393266;0.9656024;0.90955608;0.9615885;
0.96063005;0.05130615;0.00810094;0.01219174;
0.03479087;0.94869385;0.01034231;0.97110628;
0.5;0.02947925;0.02659244;0.01927592;
0.11356048;0.00646648;0.00433194;0.0136202;
0.34375931;0.00682362;0.00564607;0.01006886;
0.17702702;0.00668947;0.01140916;0.01929191;
0.65756102;0.00767941;0.01332896;0.942681;
0.08290998;0.02299411;0.010371;0.01446768;
0.0306828;0.93209949;0.99486162;0.96701794;
0.03294998;0.04119325;0.90912798;0.97114206;
0.5;0.10031094;0.00917917;0.07573579;
0.0454652;0.81608694;0.01864477;0.01927592;
0.92686971;0.03445448;0.98901977;0.942681;
0.02967672;0.96554552;0.01436316;0.5;
0.07304216;0.05143219;0.09044392;0.97898293;
0.09621788;0.94856781;0.02331421;0.0384115;
0.93475622;0.03445448;0.98755811;0.98070809;
0.17750231;0.06790051;0.01695469;0.02889372;
0.23939634;0.95880675;0.5;0.92426421;
0.11397694;0.10031094;0.93849443;0.20071913;
0.92686971;0.02952107;0.01866337;0.11089009;
0.5;0.9656024;0.83103926;0.04605637;
0.06524378;0.18391306;0.96895747;0.96701794;
0.07304216;0.09984404;0.83103926;0.01927592;
0.97418542;0.93209949;0.97340756;0.95403411;
0.06517338;0.18391306;0.0309912;0.0384115;
0.17750231;0.06790051;0.09087202;0.97110628;
0.65624069;0.97047893;0.98755811;0.057319;
0.90378212;0.04119325;0.90912798;0.92426421;
0.11397694;0.81753309;0.06150557;0.03298206;
0.17750231;0.94856781;0.98564787;0.9742948;
0.17750231;0.89968906;0.96514968;0.07597878;
0.94637162;0.06812001;0.01398709;0.99373925;
0.07313029;0.18391306;0.97340756;0.98552332;
0.65624069;0.89968906;0.94462304;0.01447668;
0.76060366;0.98618203;0.01803362;0.97687366;
0.13926579;0.99585196;0.9926422;0.97110628;
0.13896101;0.98321089;0.99661213;0.02567685;
0.98019351;0.95880675;0.00980519;0.01102912;
0.99014129;0.99391458;0.02066283;0.79928087;
0.17702702;0.02947925;0.9928368;0.98947524;
0.91709002;0.00526298;0.00776115;0.057319;
0.09606734;0.97516585;0.16896074;0.01653541;
0.13865748;0.97705664;0.99496409;0.98070809;
0.05698091;0.98120609;0.99068821;0.97896393;
0.9708448;0.99469397;0.99398888;0.97114206;
0.03855836;0.5;0.99019995;0.97896393;
0.0454652;0.81608694;0.99288046;0.07573579;
0.97457038;0.05130615;0.06110821;0.04605637;
0.03624581;0.89968906;0.02644226;0.97110628;
0.13896101;0.18391306;0.01837012;0.057319;
0.94641942;0.99172352;0.96373513;0.95394363;
0.92065688;0.01590225;0.93889179;0.98553232;
0.13896101;0.9588879;0.0074162;0.97103444;
0.96060414;0.94869385;0.97340756;0.5;
0.88643952;0.02947925;0.98139232;0.02319548;
0.03114669;0.0229687;0.00886987;0.9534859;
0.90408275;0.95880675;0.90955608;0.9744078;
0.08290998;0.18391306;0.04626688;0.11089009;
0.23939634;0.97417922;0.02655474;0.19921311;
0.93489688;0.9656591;0.97931432;0.03828553;
0.76139556;0.0147713;0.16896074;0.5;
0.08290998;0.0411121;0.03712572;0.5;
0.91709002;0.98707639;0.97674373;0.80078689;
0.5;0.01590225;0.95373312;0.0331697;
0.05870295;0.81608694;0.01330051;0.01780092;
0.86103899;0.05130615;0.90955608;0.98778264;
0.94651475;0.94869385;0.98139232;0.0258192;
0.04536201;0.5;0.01095449;0.9741808;
0.09134377;0.81753309;0.02066283;0.03873005;
0.94804061;0.05130615;0.97933717;0.07573579;
0.03230872;0.06790051;0.98448048;0.02103607;
0.94307297;0.0343409;0.02068568;0.97432315;
0.97038214;0.95880675;0.98835632;0.057319;
0.76139556;0.0229687;0.97933717;0.98840422;
0.03287747;0.98706834;0.02655474;0.9878592;
0.86103899;0.98120609;0.83103926;0.00770806;
0.09591725;0.04119325;0.02325627;0.20071913;
0.96306032;0.06790051;0.97674373;0.942681;
0.88623166;0.9656591;0.97344526;0.01653541;
0.82297298;0.97052075;0.97381653;0.942681;
0.91709002;0.02066266;0.90955608;0.96701794;
0.11356048;0.90015596;0.93889179;0.97099839;
0.88643952;0.98706834;0.83241864;0.96171447;
0.76060366;0.01034222;0.98454462;0.0570406;
0.07295424;0.98621871;0.00879888;0.0257906;
0.76139556;0.05130615;0.06130625;0.97680452;
0.65624069;0.89968906;0.93869375;0.92450567;
