<0>;<1>;<2>;<3>;<4>;<5>;<6>;<7>;<8>;<9>;<10>;<11>;<12>;<13>;<14>;<15>;<16>;<17>;<18>;<19>;<20>;<21>;<22>;<23>;<24>;<25>;<26>;<27>;<28>;<29>;<30>;<31>;<32>;<33>;<34>;<35>;<36>;<37>;<38>;<39>;<40>;<41>;<42>;<43>;<44>;<45>;<46>;<47>;<48>;<49>;<50>;<51>;<52>;<53>;<54>;<55>;<56>;<57>;<58>;<59>;<60>;<61>;<62>;<63>;<64>;<65>;<66>;<67>;<68>;<69>;<70>;<71>;<72>;<73>;<74>;<75>;<76>;<77>;<78>;<79>;<80>;<81>;<82>;<83>;<84>;<85>;<86>;<87>;<88>;<89>;<90>;<91>;<92>;<93>;<94>;<95>;<96>;<97>;<98>;<99>;<100>;<101>;<102>;<103>;<104>;<105>;<106>;<107>;<108>;<109>;<110>;<111>;<112>;<113>;<114>;<115>;<116>;<117>;<118>;<119>;<120>;<121>;<122>;<123>;<124>;<125>;<126>;<127>;<128>;<129>;<130>;<131>;<132>;<133>;<134>;<135>;<136>;<137>;<138>;<139>;<140>;<141>;<142>;<143>;<144>;<145>;<146>;<147>;<148>;<149>;<150>;<151>;<152>;<153>;<154>;<155>;<156>;<157>;<158>;<159>;<160>;<161>;<162>;<163>;<164>;<165>;<166>;<167>;<168>;<169>;<170>;<171>;<172>;<173>;<174>;<175>;<176>;<177>;<178>;<179>;<180>;<181>;<182>;<183>;<184>;<185>;<186>;<187>;<188>;<189>
14/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;42;59;202;18;41;180;21;13;143;62;14;19;168;39;15;13;121;115;13;17;19;186;80;13;18;13;99;147;15;18;18;15;152;126;14;18;18;13;73;231;26;16;18;18;13;90;209;22;16;18;18;16;31;245;82;13;18;18;18;15;48;254;78;13;18;18;18;17;18;172;174;19;17;18;18;18;17;24;211;140;16;17;18;18;18;17;17;165;183;20;17;18;18;18;18;13;72;254;63;14;18;17;18;18;17;20;181;206;23;16;18;18;18;18;15;52;254;105;13;18;18;18;17;18;15;122;254;42;15;18;18;18;18;15;36;254;133;15;18;18;18;18;17;17;168;224;25;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
15/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;43;45;187;19;26;165;21;14;154;99;12;16;176;75;14;14;79;134;14;18;14;117;127;14;17;14;55;200;23;17;18;13;89;196;19;17;18;16;29;229;53;14;18;18;15;39;247;59;14;18;18;18;15;139;172;19;17;18;18;17;16;151;171;17;17;18;18;18;14;61;254;57;14;18;17;18;17;13;85;254;35;15;18;18;18;18;14;57;254;68;13;18;18;18;18;16;25;214;171;19;17;18;18;18;18;13;67;254;80;13;18;18;17;17;17;16;150;234;30;16;18;18;18;18;15;45;254;128;15;18;18;18;18;18;15;138;251;34;15;18;18;18;18;13;87;254;76;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
16/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;15;143;45;25;165;20;27;166;21;13;137;99;13;15;138;78;13;14;57;200;20;17;13;83;169;17;17;16;26;216;45;15;18;15;37;241;44;15;18;18;15;151;117;14;18;18;17;18;173;145;15;18;18;18;14;56;252;46;15;18;18;18;13;69;254;55;15;18;18;18;17;19;173;137;15;17;18;18;18;16;24;214;106;13;18;18;18;18;17;18;180;184;20;17;18;18;18;18;13;88;254;43;14;18;18;18;18;17;20;183;169;18;17;18;18;18;18;14;51;254;77;13;17;18;18;18;17;18;159;231;28;16;18;18;18;18;14;61;254;90;14;18;18;18;18;16;29;241;152;16;17;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
17/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;22;172;36;26;166;20;27;164;20;13;83;98;12;13;97;119;14;16;31;187;27;16;15;44;224;26;16;18;16;167;88;13;18;17;21;200;87;13;18;18;14;73;203;22;17;18;18;14;71;237;28;16;18;18;17;19;190;108;13;18;18;18;17;21;191;134;14;18;18;18;18;13;78;254;45;15;18;18;18;18;13;98;237;30;15;18;18;18;18;14;81;254;67;13;18;18;18;18;16;25;216;133;15;18;18;18;18;18;13;86;254;57;14;18;18;18;18;17;19;182;193;22;17;18;18;18;18;14;64;254;96;13;18;18;18;18;17;21;202;189;20;17;18;18;18;18;15;144;248;32;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
18/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;164;19;28;166;20;27;186;28;12;80;150;15;12;92;150;14;16;23;211;46;15;16;26;209;50;15;18;13;100;151;15;18;18;13;110;162;16;17;18;16;30;227;53;15;18;18;16;27;237;71;14;18;18;18;13;93;220;24;16;18;18;18;12;94;254;38;15;18;18;18;16;25;216;118;13;18;18;18;18;15;36;248;105;13;18;18;18;18;16;23;206;151;15;17;18;18;18;18;13;88;254;43;15;18;18;17;18;16;27;222;163;18;17;18;18;18;18;14;73;254;69;13;18;18;18;18;16;23;199;193;21;17;18;18;18;18;13;92;254;58;14;18;18;18;18;14;70;254;92;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
19/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;166;20;25;225;45;12;80;179;17;15;50;156;17;17;15;149;73;14;17;18;180;74;14;18;15;53;207;23;17;18;14;63;235;27;16;18;18;15;149;119;14;18;18;18;15;146;172;17;17;18;18;15;32;242;69;14;18;18;18;16;29;231;101;13;18;18;18;18;13;89;234;29;16;18;18;18;18;14;115;237;29;16;18;18;18;18;13;81;254;47;14;18;18;18;18;16;25;216;135;16;17;18;18;18;18;13;93;254;57;14;18;18;18;18;17;21;196;155;17;17;18;18;18;18;13;88;254;61;14;18;18;18;18;15;36;248;124;13;18;18;18;18;16;24;209;182;19;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;166;19;28;166;21;19;173;47;12;54;164;16;15;46;224;25;16;14;127;101;13;18;13;121;128;13;18;16;26;209;46;15;18;16;25;219;63;14;18;18;14;72;207;23;17;18;18;14;61;247;38;15;18;18;18;15;135;162;16;17;18;18;18;13;125;216;23;16;18;18;18;15;35;251;101;14;18;18;18;18;15;36;252;75;13;18;18;17;18;16;23;206;144;15;17;18;18;18;18;13;111;254;34;15;18;18;18;18;15;30;246;126;14;18;18;18;18;18;13;99;254;50;14;17;17;18;18;16;33;238;143;16;17;18;18;18;18;15;144;233;29;16;18;18;18;18;13;115;254;43;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
21/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;166;21;14;141;48;12;35;180;23;15;28;182;26;16;13;77;152;15;17;14;75;178;19;17;17;18;184;85;13;18;18;16;160;124;13;18;18;16;29;231;54;14;18;18;17;21;209;90;13;18;18;18;14;57;254;42;15;18;18;18;15;43;251;63;14;18;18;18;18;14;121;205;21;17;18;18;18;17;16;152;195;21;17;18;18;18;18;13;105;254;46;15;18;18;18;18;15;37;250;99;13;17;18;18;18;18;15;128;254;40;15;18;18;18;18;16;29;234;118;14;18;17;18;18;18;15;139;250;34;16;18;18;18;17;13;71;254;75;13;18;18;18;18;14;55;254;97;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
22/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;166;19;28;166;21;14;143;48;13;34;229;34;15;20;191;53;15;15;56;172;18;17;15;49;212;25;16;18;13;119;145;15;18;18;13;80;193;21;17;18;18;15;154;120;14;18;18;18;14;118;176;17;17;18;18;17;20;196;109;14;18;18;18;17;16;163;173;18;17;18;18;18;15;40;254;72;14;18;18;18;18;14;52;254;75;14;18;18;18;18;15;33;244;111;13;18;18;18;18;18;14;121;231;28;16;18;18;18;18;15;40;254;114;13;18;18;18;18;18;15;133;250;34;15;18;18;18;18;14;54;254;97;12;18;18;18;18;16;23;218;154;17;17;18;18;18;16;23;211;182;19;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
23/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;166;21;14;143;46;13;29;206;34;15;19;177;61;14;16;32;214;32;16;16;24;214;52;15;18;14;63;216;23;17;18;15;42;248;44;15;18;18;13;91;212;23;17;18;18;14;53;254;49;15;18;18;18;13;106;218;23;16;18;18;18;14;66;254;43;15;18;18;18;17;17;157;189;19;17;18;18;18;17;16;155;171;17;17;18;18;18;18;14;111;240;32;15;18;18;18;18;15;42;254;96;13;18;18;18;18;18;14;133;223;26;16;18;18;18;18;15;44;254;87;13;18;18;18;18;17;21;184;198;23;16;18;18;17;18;14;121;254;43;15;18;18;18;18;14;116;254;44;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
24/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;29;166;19;28;166;21;14;152;80;13;17;159;42;15;13;123;104;14;17;22;179;42;15;18;15;152;96;13;18;16;32;231;46;15;18;17;19;186;85;13;18;18;15;39;250;52;14;18;18;17;22;197;110;13;18;18;18;15;36;254;71;14;18;18;18;16;25;216;133;15;18;18;18;18;14;57;254;50;14;18;18;18;18;13;69;254;52;14;18;18;18;18;16;33;244;108;14;18;18;18;18;17;18;159;189;21;17;18;18;18;18;14;59;254;85;13;18;18;18;18;17;17;171;211;24;16;18;18;18;18;13;93;254;59;14;18;18;18;18;14;56;254;95;13;18;18;18;18;14;54;254;98;13;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
25/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;165;21;14;155;98;13;17;180;77;13;13;111;123;13;18;16;172;77;13;18;14;108;138;15;18;17;18;181;89;13;17;18;13;120;165;16;17;18;17;18;178;117;14;18;18;18;13;94;203;21;17;18;18;17;16;154;148;15;18;18;18;18;13;91;237;29;16;18;18;18;17;22;197;149;15;17;18;18;18;17;22;193;153;16;17;18;18;18;18;15;144;222;24;16;18;18;18;18;14;53;254;73;14;18;18;18;18;17;18;170;180;20;17;18;18;18;18;13;71;254;63;14;18;18;18;18;16;31;246;147;15;18;18;18;18;17;21;186;183;19;17;18;18;18;17;22;207;186;21;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
26/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;166;21;13;92;99;12;16;174;78;13;14;63;143;15;17;14;109;101;14;18;14;69;187;18;17;18;13;117;147;15;18;18;14;58;222;27;16;17;18;13;91;209;22;17;18;18;15;40;251;59;14;18;18;18;13;66;244;36;15;18;18;18;15;36;254;86;12;18;18;18;18;13;77;246;34;15;18;18;18;18;13;77;250;36;15;18;18;18;18;15;50;254;77;13;18;18;18;18;17;19;189;174;17;17;18;18;18;18;13;81;254;63;14;18;18;18;18;16;26;218;154;15;18;18;18;18;18;15;132;244;30;16;18;18;18;18;13;96;254;43;15;18;18;18;18;14;132;254;37;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
27/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;28;165;21;12;83;99;13;13;108;80;13;14;60;206;20;17;13;90;151;14;18;16;36;224;33;15;18;14;65;211;23;16;18;16;23;209;67;14;18;18;15;39;248;53;15;18;18;17;18;180;136;15;18;18;18;17;22;210;93;13;18;18;18;18;15;143;188;20;17;18;18;18;16;25;227;113;14;18;18;18;18;16;29;234;115;14;18;17;18;18;17;16;159;201;22;17;18;18;18;18;14;77;254;49;14;18;18;18;18;16;24;211;139;16;18;18;18;18;18;13;117;254;41;15;18;18;18;18;14;57;254;88;13;18;18;18;18;15;43;254;95;13;18;18;18;18;14;69;254;79;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
28/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;29;165;19;28;168;21;12;84;98;13;13;100;133;14;16;34;186;25;16;15;48;179;20;17;17;23;200;56;14;18;16;32;233;45;15;18;18;15;147;117;14;18;18;17;18;176;115;13;18;18;17;13;75;230;26;16;18;18;18;14;102;206;21;17;18;18;18;14;56;254;50;14;18;18;18;18;14;108;214;23;16;18;18;17;18;13;105;218;24;16;18;18;18;17;14;71;254;56;14;18;18;17;18;17;22;201;151;17;17;18;18;18;18;13;111;254;44;15;18;18;18;18;15;42;254;99;14;18;18;18;18;16;24;212;174;19;17;18;18;18;17;19;185;180;19;17;18;18;18;16;28;234;158;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
29/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;26;214;40;12;83;119;14;13;97;151;14;16;25;222;46;15;15;37;208;28;16;18;15;144;101;14;18;17;18;182;88;13;18;18;14;73;202;22;17;18;18;13;91;179;18;17;18;18;16;31;241;65;14;18;18;18;15;38;250;62;14;18;18;18;17;18;182;149;16;17;18;18;18;15;35;254;83;13;18;18;18;18;15;34;252;85;13;18;18;18;18;17;21;188;158;17;17;18;18;18;17;13;105;254;36;15;18;18;18;18;15;40;254;105;14;18;18;18;18;17;18;160;211;23;16;18;18;18;18;13;100;254;40;15;18;18;18;18;13;97;254;42;15;18;18;18;18;15;139;242;28;16;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18
30/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;26;225;44;12;80;177;17;14;54;141;14;17;18;164;48;15;18;19;196;59;14;18;13;94;158;15;18;18;14;113;151;15;18;18;16;36;247;51;15;18;18;15;38;233;41;15;18;18;18;15;153;144;16;17;18;18;17;18;174;140;14;18;18;18;18;14;80;250;34;15;18;18;18;17;16;144;177;17;17;18;18;18;17;16;139;207;21;17;18;18;18;18;13;84;254;37;15;18;18;18;18;15;32;243;105;12;18;18;17;18;17;17;152;222;24;16;18;18;18;18;13;74;254;56;14;18;18;18;18;15;45;254;99;14;18;18;18;18;15;42;254;95;13;18;18;18;17;13;80;254;63;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
31/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;19;26;225;44;12;46;162;17;15;46;201;23;17;14;146;89;13;18;15;136;76;14;18;15;54;207;23;17;18;15;51;207;23;16;18;17;18;179;94;13;18;18;17;17;174;97;13;18;18;18;13;74;254;34;15;18;18;18;13;72;234;29;15;18;18;18;16;30;242;100;13;18;18;18;18;14;51;254;59;14;18;18;18;17;14;50;254;61;14;18;18;17;18;16;29;231;121;14;18;18;18;18;18;15;140;206;23;16;18;18;18;18;13;57;254;73;13;18;18;18;18;16;25;224;142;15;18;18;18;18;17;20;184;208;23;17;18;18;18;17;19;182;183;19;17;17;18;18;15;38;254;133;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
01/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;20;19;176;46;13;37;156;17;15;46;223;25;16;14;128;99;13;18;13;116;126;13;18;15;34;218;36;15;18;17;26;209;47;15;18;18;13;107;179;18;17;18;18;13;90;183;19;17;18;18;16;24;219;85;13;17;18;17;16;26;220;85;13;18;18;18;18;14;125;206;23;16;18;18;18;17;21;184;140;14;17;18;18;18;17;20;179;168;17;17;18;18;18;18;13;114;238;26;16;18;18;18;18;15;47;254;78;13;18;18;17;18;17;22;193;156;17;17;18;18;17;18;14;113;242;33;15;18;18;18;18;13;81;254;54;14;18;18;18;18;13;97;254;43;15;18;18;18;17;19;186;212;23;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
02/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;21;14;142;48;13;38;155;17;16;28;181;25;16;13;77;152;15;17;14;65;152;16;17;18;18;186;72;14;18;17;16;160;88;13;18;18;15;53;231;30;16;18;18;15;39;238;42;15;18;18;18;14;126;168;16;17;18;18;18;13;120;189;20;17;18;18;18;15;49;254;60;14;18;18;18;18;13;89;254;40;15;18;18;18;18;13;70;254;41;15;18;18;18;17;15;43;254;89;14;18;18;18;18;17;18;180;165;18;17;18;18;18;18;13;97;254;41;15;18;18;18;18;14;45;254;92;13;18;18;18;18;15;33;254;116;13;18;18;18;18;15;42;254;98;13;18;18;18;17;14;108;254;43;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
03/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;21;14;144;48;13;37;169;20;16;21;183;43;15;14;69;174;16;17;15;51;200;22;17;18;13;122;127;13;18;18;13;100;146;15;18;18;16;23;222;74;14;18;18;17;17;178;98;13;18;18;18;14;58;247;37;15;18;18;18;14;55;254;47;15;18;18;18;17;19;187;151;15;18;18;18;18;16;27;227;106;13;18;18;18;18;16;26;220;128;15;18;18;18;18;18;15;150;195;20;17;17;18;17;18;13;76;254;44;15;18;18;18;18;15;33;252;114;13;17;18;18;18;17;20;188;177;18;17;18;18;18;17;16;160;208;23;17;18;18;18;17;19;181;186;20;17;18;18;18;14;55;254;86;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
04/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;21;14;144;47;13;35;230;33;15;21;206;61;14;15;36;175;22;17;16;25;213;43;15;18;14;80;172;17;17;18;15;54;213;23;17;18;18;15;143;127;14;18;18;18;13;95;186;18;17;18;18;16;23;219;105;13;18;18;18;17;19;186;113;14;18;18;18;18;13;80;254;38;15;18;18;17;18;14;119;224;25;16;18;18;18;18;13;96;231;28;16;18;18;18;18;14;63;254;64;14;18;18;18;17;16;28;225;128;15;18;18;18;18;17;15;138;214;25;16;18;18;18;18;13;81;254;51;14;18;17;18;18;13;79;254;53;14;18;18;18;18;13;115;254;35;15;18;18;18;16;27;234;160;16;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
05/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;166;21;14;144;47;14;23;177;35;15;15;144;63;14;16;31;218;34;15;17;21;186;55;15;18;15;50;227;29;16;18;16;25;219;47;15;18;18;13;73;219;24;16;18;18;15;51;251;40;15;18;18;18;14;106;195;20;17;18;18;17;13;97;229;25;16;18;18;18;16;28;231;97;13;17;18;18;18;15;43;254;67;14;18;18;17;18;15;38;254;80;13;18;18;18;18;16;23;212;154;15;18;18;18;17;18;13;102;246;30;16;18;18;18;18;14;61;254;69;13;18;18;18;18;15;35;253;113;14;18;18;18;18;15;33;251;116;14;18;18;18;18;14;55;254;78;13;18;18;18;17;17;159;231;27;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
06/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;165;21;14;144;48;15;17;156;36;15;13;123;109;13;17;18;164;45;15;18;14;143;101;13;18;16;25;220;50;15;18;17;16;157;91;13;18;18;15;37;241;46;15;18;18;17;21;206;95;13;18;18;18;14;43;251;47;15;18;18;17;15;34;242;63;14;18;18;18;18;14;130;211;22;17;18;18;18;17;19;169;160;15;18;18;17;18;18;14;128;188;21;17;18;18;18;18;13;88;254;41;15;18;18;18;18;15;41;254;90;13;18;18;18;18;17;21;196;167;18;17;18;18;18;18;17;161;206;22;17;18;17;18;17;16;156;209;22;17;18;18;18;17;23;211;157;16;17;18;18;18;13;81;254;53;14;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18
07/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;166;21;14;144;48;15;17;158;35;16;13;126;125;13;18;16;172;79;13;18;14;87;123;14;17;18;15;156;93;13;18;18;13;97;149;15;18;18;17;17;172;103;13;18;18;18;13;112;183;19;17;18;18;17;19;188;108;13;18;18;18;17;15;150;159;16;17;18;18;18;15;48;254;64;14;18;18;18;18;14;61;254;47;15;18;18;18;17;14;55;254;57;14;18;18;17;18;15;32;249;101;14;18;18;18;18;17;16;159;183;20;17;18;18;18;18;13;106;254;37;15;17;18;18;18;14;65;254;51;14;18;18;18;18;13;78;254;54;14;18;18;18;18;15;139;241;27;16;18;18;18;15;45;254;95;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
08/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;29;164;21;14;144;46;15;17;174;63;14;14;81;124;13;18;13;106;90;13;18;14;69;181;17;17;18;14;113;131;14;18;18;14;53;203;24;16;18;18;13;92;191;20;17;18;18;15;50;250;42;15;18;18;18;13;99;223;25;16;18;18;18;14;60;246;38;15;18;18;18;17;19;174;146;15;17;18;18;17;16;24;211;122;13;18;18;18;18;17;19;189;143;15;17;18;18;18;18;14;130;216;23;16;18;18;18;18;14;64;254;52;14;18;18;18;18;15;40;254;96;14;18;18;18;18;16;26;231;132;15;18;18;18;18;15;33;250;117;14;18;18;18;18;14;69;254;62;14;18;18;18;16;24;214;160;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18
09/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;28;165;20;14;151;69;14;16;163;78;13;14;60;182;19;17;13;97;151;14;18;15;34;211;31;16;18;14;63;191;21;17;18;16;26;214;44;15;18;18;15;48;241;34;15;18;18;17;21;202;93;13;18;18;18;15;43;254;61;14;18;18;18;16;24;223;101;13;18;18;18;18;13;84;254;37;15;18;18;17;18;13;103;238;29;16;17;18;18;18;14;84;244;33;15;18;18;18;18;14;55;254;69;13;18;18;18;18;16;24;211;137;15;18;17;18;18;17;17;164;203;22;17;18;18;18;18;15;135;234;27;16;18;18;18;17;16;155;213;23;16;18;18;18;15;36;254;118;13;18;18;18;18;15;143;238;27;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18
10/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;51;137;16;14;157;97;13;13;103;80;13;14;59;202;21;17;15;55;150;15;18;17;23;184;40;15;18;16;32;229;36;15;18;18;15;164;103;13;17;18;17;21;203;83;13;18;18;18;13;113;155;15;17;18;18;17;18;168;131;14;18;18;18;18;14;107;193;19;17;18;18;18;16;27;237;101;14;17;18;18;18;15;36;252;77;14;18;18;18;18;15;32;246;93;13;18;18;18;18;17;20;193;150;17;17;18;18;18;18;13;107;237;27;16;18;18;18;18;13;80;254;51;14;18;18;18;18;14;64;254;67;14;18;18;18;17;13;77;254;57;14;18;18;18;17;18;171;195;21;17;18;18;18;13;84;254;54;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18
11/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;68;116;13;15;144;98;13;13;103;79;13;16;30;169;21;17;15;45;216;25;16;18;15;172;75;13;18;17;21;188;65;14;18;18;13;97;172;16;17;18;18;15;134;143;14;18;18;18;14;50;229;31;16;18;18;18;13;78;225;25;17;18;18;18;15;46;254;57;14;18;18;18;18;15;121;203;22;17;18;18;18;17;16;154;177;18;17;18;18;18;18;14;114;202;21;17;18;18;18;18;13;84;254;39;15;18;18;18;18;14;48;254;74;14;18;18;18;18;16;26;234;135;15;18;18;18;18;16;26;230;138;15;18;18;18;17;15;43;254;101;14;18;18;18;18;13;103;254;43;15;18;18;18;15;45;254;98;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18
12/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;67;119;13;13;86;99;13;13;103;92;14;16;25;208;40;15;16;25;179;28;16;17;14;112;115;14;18;18;15;151;115;14;18;18;15;51;229;28;16;18;18;14;63;225;26;16;18;18;17;21;196;77;13;18;18;18;15;33;242;62;14;18;17;18;17;19;177;125;13;18;18;18;18;14;51;254;65;14;18;18;18;18;13;64;254;51;14;18;18;18;18;15;47;254;57;14;18;18;18;18;15;32;241;109;13;18;18;18;18;17;17;172;173;17;17;18;18;18;18;15;137;232;27;16;18;18;18;18;15;133;234;28;16;18;18;18;17;19;183;183;19;17;18;18;17;15;51;254;81;13;18;18;18;17;23;214;160;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18
13/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;67;119;13;13;84;99;12;13;98;150;14;17;23;195;46;15;17;20;194;57;14;18;13;79;151;14;18;18;13;91;164;15;17;18;16;25;219;58;14;18;18;15;32;241;54;15;18;18;18;13;111;157;15;18;18;18;17;16;160;134;14;18;18;18;18;13;81;231;28;16;18;18;18;17;18;180;137;14;18;18;18;18;17;22;203;119;15;17;18;18;17;17;17;172;145;14;18;18;18;18;18;14;136;208;24;16;18;18;18;18;14;75;254;49;15;18;18;18;18;14;65;254;66;14;18;17;18;18;14;63;254;67;14;18;18;18;18;13;96;254;43;15;18;18;18;16;23;225;137;15;17;18;18;17;17;165;216;23;17;18;18;18;18;18;18;18;18;18;18;18;18;18
14/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;67;119;13;14;85;99;13;15;54;142;15;18;14;141;55;15;17;15;143;64;15;18;15;44;193;22;17;18;15;46;220;26;16;18;17;16;160;107;13;18;18;17;16;160;112;13;18;18;18;15;50;233;32;16;18;18;18;14;78;251;32;15;18;18;18;15;34;251;74;13;18;18;18;17;13;92;247;33;15;18;18;18;18;14;103;237;27;16;18;18;18;18;14;73;246;36;15;18;18;18;18;14;51;254;66;13;18;18;18;18;16;27;237;109;13;18;18;17;18;17;22;207;138;14;18;18;18;18;16;26;227;140;15;18;18;17;18;14;55;254;80;13;18;18;18;18;15;147;207;22;17;18;18;18;13;100;254;44;15;18;18;18;18;18;18;18;18;18;18;18;18;18
15/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;67;119;13;13;84;99;13;15;50;139;14;17;15;152;98;13;18;13;121;111;13;18;15;31;202;34;16;18;16;29;225;53;14;18;18;13;81;169;17;17;18;18;13;80;202;21;17;18;18;17;21;203;78;13;18;18;18;16;29;231;79;13;18;18;18;18;14;137;157;16;17;18;18;18;15;32;242;85;14;18;18;18;18;15;37;254;83;13;18;18;18;18;16;27;234;91;14;18;18;18;18;17;21;184;163;17;17;18;18;18;18;15;138;200;21;17;18;18;18;18;13;113;252;35;15;18;18;18;18;15;131;238;29;16;18;18;18;16;23;214;155;16;18;17;18;18;13;84;254;52;14;18;18;18;14;55;254;84;13;18;18;18;18;18;18;18;18;18;18;18;18;18
16/06/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;57;111;13;13;85;98;13;15;50;160;18;17;14;130;98;13;18;13;85;131;14;18;17;19;191;63;14;18;17;17;170;81;14;18;18;15;43;214;28;16;17;18;15;43;246;41;15;18;18;18;15;136;157;15;18;18;18;18;14;130;162;16;17;18;18;18;14;64;254;41;15;18;18;18;18;15;141;193;20;17;18;18;18;17;15;147;173;19;17;18;17;18;18;13;117;206;21;16;18;18;18;18;13;89;254;35;15;18;18;18;18;14;53;254;59;14;18;18;18;18;14;51;254;83;13;18;18;18;18;14;62;254;58;14;18;17;18;18;14;119;252;33;16;18;18;18;15;46;254;94;14;18;17;18;15;34;252;119;14;18;18;18;18;18;18;18;18;18;18;18;18;18
